Serial,Event,&quot;Estado&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
2013-01005,RAIN,SONORA,10/09/2013,0,0,0
2013-01004,RAIN,SONORA,10/09/2013,0,0,0
2013-01003,RAIN,SONORA,10/09/2013,0,0,0
2013-01002,RAIN,SINALOA,10/09/2013,0,0,0
2013-01001,FLOOD,DISTRITO FEDERAL,10/09/2013,0,0,0
2013-01000,LANDSLIDE,DISTRITO FEDERAL,10/09/2013,0,0,0
2013-00999,FLOOD,DISTRITO FEDERAL,10/09/2013,0,0,0
2013-00998,STORM,DISTRITO FEDERAL,10/09/2013,0,0,0
2013-00997,FLOOD,DISTRITO FEDERAL,06/09/2013,0,0,0
2013-00996,OTHER,GUERRERO,09/09/2013,0,0,0
2013-00995,LANDSLIDE,HIDALGO,09/09/2013,0,0,0
2013-00994,LANDSLIDE,HIDALGO,09/09/2013,0,0,0
2013-00993,LANDSLIDE,HIDALGO,09/09/2013,0,0,0
2013-00992,LANDSLIDE,HIDALGO,09/09/2013,0,0,0
2013-00991,LANDSLIDE,HIDALGO,09/09/2013,0,82,0
2013-00990,RAIN,NAYARIT,09/09/2013,0,0,0
2013-00989,RAIN,JALISCO,09/09/2013,0,0,0
2013-00988,STORM,BAJA CALIFORNIA,09/09/2013,0,0,0
2013-00987,STORM,DISTRITO FEDERAL,06/09/2013,0,0,0
2013-00986,STORM,COLIMA,08/09/2013,0,0,0
2013-00985,STORM,COLIMA,08/09/2013,0,0,0
2013-00984,LANDSLIDE,COLIMA,08/09/2013,0,0,0
2013-00983,FLOOD,ESTADO DE MEXICO,07/09/2013,0,0,0
2013-00982,FLOOD,ESTADO DE MEXICO,07/09/2013,0,0,0
2013-00981,FLOOD,ESTADO DE MEXICO,07/09/2013,0,0,0
2013-00980,LIQUEFACTION,ESTADO DE MEXICO,07/09/2013,0,0,0
2013-00979,FLOOD,ESTADO DE MEXICO,06/09/2013,0,0,0
2013-00978,FLOOD,ESTADO DE MEXICO,06/09/2013,0,0,0
2013-00977,FLOOD,ESTADO DE MEXICO,06/09/2013,0,50000,0
2013-00976,FLOOD,DISTRITO FEDERAL,06/09/2013,0,20000,0
2013-00975,FLOOD,DISTRITO FEDERAL,06/09/2013,0,0,0
2013-00974,LANDSLIDE,DISTRITO FEDERAL,06/09/2013,0,0,0
2013-00973,LANDSLIDE,DISTRITO FEDERAL,06/09/2013,0,0,0
2013-00972,LANDSLIDE,DISTRITO FEDERAL,06/09/2013,0,0,0
2012-02522,PLAGUE,DURANGO,19/06/2012,0,0,0
2012-02521,PLAGUE,DURANGO,19/06/2012,0,0,0
2012-02520,PLAGUE,DURANGO,19/06/2012,0,0,0
2012-02519,PLAGUE,DURANGO,19/06/2012,0,0,0
2012-02518,PLAGUE,DURANGO,19/06/2012,0,0,0
2012-02517,PLAGUE,DURANGO,19/06/2012,0,0,0
2013-00971,FLOOD,TABASCO,06/09/2013,0,0,0
2013-00970,RAIN,SONORA,06/09/2013,0,0,0
2013-00969,RAIN,SONORA,06/09/2013,0,0,0
2013-00968,SURGE,BAJA CALIFORNIA SUR,06/09/2013,230,0,0
2013-00967,SURGE,BAJA CALIFORNIA SUR,06/09/2013,350,0,0
2013-00966,SURGE,COLIMA,06/09/2013,0,0,0
2013-00965,LANDSLIDE,COLIMA,06/09/2013,0,0,0
2013-00964,STORM,SONORA,05/09/2013,0,0,0
2013-00963,STORM,SONORA,05/09/2013,0,0,0
2013-00962,STORM,SONORA,05/09/2013,0,0,0
2013-00961,FIRE,TABASCO,05/09/2013,0,0,0
2013-00960,BIOLOGICAL,SONORA,04/09/2013,0,0,0
2013-00959,POLLUTION,ESTADO DE MEXICO,03/09/2013,0,5000,0
2013-00958,OTHER,DISTRITO FEDERAL,03/09/2013,0,0,0
2013-00957,FLOOD,SINALOA,03/09/2013,0,0,0
2013-00956,STORM,SINALOA,03/09/2013,0,0,0
2013-00955,STORM,COAHUILA,03/09/2013,0,0,0
2013-00954,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-00953,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-00952,FLOOD,VERACRUZ,26/08/2013,0,0,0
2013-00951,RAIN,VERACRUZ,26/08/2013,0,0,0
2013-00950,LANDSLIDE,PUEBLA,26/08/2013,0,0,0
2013-00949,LANDSLIDE,PUEBLA,26/08/2013,0,0,0
2013-00948,LANDSLIDE,PUEBLA,26/08/2013,0,0,0
2013-00947,LANDSLIDE,PUEBLA,26/08/2013,0,0,0
2013-00946,LANDSLIDE,VERACRUZ,24/08/2013,0,0,0
2013-00945,LANDSLIDE,VERACRUZ,26/08/2013,0,0,0
2013-00944,LANDSLIDE,VERACRUZ,26/08/2013,0,0,0
2013-00943,HAILSTORM,SINALOA,31/08/2013,0,0,0
2013-00942,FLOOD,GUERRERO,30/08/2013,400,0,0
2013-00941,FLOOD,SINALOA,30/08/2013,0,0,0
2013-00940,FLOOD,GUANAJUATO,29/08/2013,0,0,0
2013-00939,FLOOD,ESTADO DE MEXICO,28/08/2013,0,0,0
2013-00938,FOG,ESTADO DE MEXICO,27/08/2013,0,0,0
2013-00937,RAIN,JALISCO,26/08/2013,0,0,0
2013-00936,LANDSLIDE,BAJA CALIFORNIA SUR,29/08/2013,0,0,0
2013-00935,LANDSLIDE,BAJA CALIFORNIA SUR,29/08/2013,0,0,0
2013-00934,RAIN,BAJA CALIFORNIA SUR,29/08/2013,0,0,0
2013-00933,RAIN,BAJA CALIFORNIA SUR,29/08/2013,0,0,0
2013-00932,RAIN,BAJA CALIFORNIA SUR,29/08/2013,100,0,0
2013-00931,RAIN,BAJA CALIFORNIA SUR,29/08/2013,920,0,0
2013-00930,RAIN,NAYARIT,24/08/2013,0,8000,0
2013-00929,RAIN,BAJA CALIFORNIA SUR,24/08/2013,150,0,0
2013-00928,RAIN,BAJA CALIFORNIA SUR,24/08/2013,0,0,0
2013-00927,EARTHQUAKE,DISTRITO FEDERAL,22/08/2013,0,0,0
2013-00926,EARTHQUAKE,DISTRITO FEDERAL,22/08/2013,0,0,0
2013-00925,EARTHQUAKE,DISTRITO FEDERAL,22/08/2013,0,0,0
2013-00924,EARTHQUAKE,DISTRITO FEDERAL,22/08/2013,0,0,0
2013-00923,LANDSLIDE,GUERRERO,22/08/2013,0,0,0
2013-00922,LANDSLIDE,GUERRERO,22/08/2013,0,0,0
2013-00921,LANDSLIDE,GUERRERO,22/08/2013,0,0,0
2013-00920,LANDSLIDE,GUERRERO,22/08/2013,0,0,0
2013-00919,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-00918,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-00917,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-00916,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-00915,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-00914,EARTHQUAKE,GUERRERO,22/08/2013,0,0,0
2013-00913,EPIDEMIC,JALISCO,31/08/2013,0,0,0
2013-00912,EPIDEMIC,TAMAULIPAS,31/08/2013,0,0,0
2013-00911,EPIDEMIC,COLIMA,31/08/2013,0,0,0
2013-00910,EPIDEMIC,COLIMA,31/08/2013,0,0,0
2013-00909,EPIDEMIC,TABASCO,31/08/2013,0,0,0
2013-00908,EPIDEMIC,TABASCO,31/08/2013,0,0,0
2013-00907,EPIDEMIC,TABASCO,31/08/2013,0,0,0
2013-00906,EPIDEMIC,TABASCO,31/08/2013,0,0,0
2013-00905,EPIDEMIC,TABASCO,31/08/2013,0,0,0
2013-00904,EPIDEMIC,TABASCO,31/08/2013,0,0,0
2013-00903,EPIDEMIC,TABASCO,31/08/2013,0,0,0
2013-00902,EPIDEMIC,VERACRUZ,31/08/2013,0,0,0
2013-00901,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00900,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00899,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00898,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00897,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00896,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00895,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00894,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00893,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00892,EPIDEMIC,MORELOS,31/08/2013,0,0,0
2013-00891,PLAGUE,TAMAULIPAS,20/06/2013,0,0,0
2013-00890,PLAGUE,TAMAULIPAS,20/06/2013,0,0,0
2013-00889,PLAGUE,TAMAULIPAS,20/06/2013,0,0,0
2013-00888,PLAGUE,TAMAULIPAS,20/06/2013,0,0,0
2013-00887,PLAGUE,TAMAULIPAS,20/06/2013,0,0,0
2013-00886,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00885,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00884,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00883,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00882,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00881,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00880,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00879,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00878,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00877,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00876,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00875,STORM,DISTRITO FEDERAL,20/06/2013,0,0,0
2013-00874,RAIN,CAMPECHE,19/06/2013,0,0,0
2013-00873,RAIN,CAMPECHE,19/06/2013,0,0,0
2013-00872,RAIN,CAMPECHE,19/06/2013,0,0,0
2013-00871,FLOOD,COAHUILA,17/06/2013,0,0,0
2013-00870,FLOOD,COAHUILA,17/06/2013,0,0,0
2013-00869,FLOOD,COAHUILA,17/06/2013,0,0,0
2013-00868,EARTHQUAKE,DISTRITO FEDERAL,17/06/2013,0,0,0
2013-00867,EARTHQUAKE,DISTRITO FEDERAL,17/06/2013,0,0,0
2013-00866,EARTHQUAKE,DISTRITO FEDERAL,17/06/2013,0,0,0
2013-00865,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00864,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00863,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00862,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00861,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00860,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00859,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00858,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00857,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00856,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00855,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00854,HAILSTORM,CHIHUAHUA,14/06/2013,0,0,0
2013-00853,RAIN,QUINTANA ROO,05/06/2013,0,0,0
2013-00852,RAIN,QUINTANA ROO,05/06/2013,0,0,0
2013-00851,RAIN,QUINTANA ROO,05/06/2013,0,0,0
2013-00850,RAIN,QUINTANA ROO,05/06/2013,0,0,0
2013-00849,RAIN,QUINTANA ROO,05/06/2013,0,0,0
2013-00848,PLAGUE,ZACATECAS,04/06/2013,0,0,0
2013-00847,PLAGUE,TAMAULIPAS,04/06/2013,0,0,0
2013-00846,PLAGUE,SAN LUIS POTOSI,04/06/2013,0,0,0
2013-00845,PLAGUE,QUERETARO,04/06/2013,0,0,0
2013-00844,PLAGUE,PUEBLA,04/06/2013,0,0,0
2013-00843,PLAGUE,OAXACA,04/06/2013,0,0,0
2013-00842,PLAGUE,NUEVO LEON,04/06/2013,0,0,0
2013-00841,PLAGUE,MORELOS,04/06/2013,0,0,0
2013-00840,PLAGUE,MICHOACAN,04/06/2013,0,0,0
2013-00839,PLAGUE,JALISCO,04/06/2013,0,0,0
2013-00837,PLAGUE,GUANAJUATO,04/06/2013,0,0,0
2013-00836,PLAGUE,ESTADO DE MEXICO,04/06/2013,0,0,0
2013-00835,PLAGUE,DURANGO,04/06/2013,0,0,0
2013-00834,PLAGUE,COAHUILA,04/06/2013,0,0,0
2013-00833,PLAGUE,CHIHUAHUA,04/06/2013,0,0,0
2013-00832,PLAGUE,AGUASCALIENTES,04/06/2013,0,0,0
2013-00831,PLAGUE,NAYARIT,04/06/2013,0,0,0
2013-00830,PLAGUE,HIDALGO,04/06/2013,0,0,0
2013-00829,PLAGUE,GUERRERO,04/06/2013,0,0,0
2013-00828,PLAGUE,CHIAPAS,04/06/2013,0,0,0
2013-00827,LANDSLIDE,CHIAPAS,02/06/2013,0,0,0
2013-00826,RAIN,GUERRERO,02/06/2013,0,0,0
2013-00825,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00824,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00823,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00822,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00821,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00820,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00818,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00817,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00816,RAIN,CHIAPAS,30/05/2013,2000,0,0
2013-00815,RAIN,CHIAPAS,30/05/2013,4200,0,0
2013-00814,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00813,RAIN,CHIAPAS,30/05/2013,0,0,0
2013-00812,RAIN,OAXACA,30/05/2013,2500,0,0
2013-00811,RAIN,OAXACA,30/05/2013,3700,0,0
2013-00810,RAIN,OAXACA,30/05/2013,4500,0,0
2013-00809,RAIN,OAXACA,30/05/2013,646,0,0
2013-00808,RAIN,OAXACA,30/05/2013,0,0,0
2013-00807,RAIN,OAXACA,30/05/2013,0,0,0
2013-00806,RAIN,OAXACA,30/05/2013,0,0,0
2013-00805,RAIN,OAXACA,30/05/2013,0,0,0
2013-00804,RAIN,OAXACA,30/05/2013,0,0,0
2013-00803,RAIN,OAXACA,30/05/2013,0,0,0
2013-00802,RAIN,OAXACA,30/05/2013,0,0,0
2013-00801,RAIN,OAXACA,30/05/2013,0,0,0
2013-00800,RAIN,OAXACA,30/05/2013,0,0,0
2013-00799,RAIN,OAXACA,30/05/2013,2400,0,0
2013-00798,RAIN,OAXACA,30/05/2013,5000,0,0
2013-00797,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00796,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00795,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00794,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00793,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00792,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00791,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00790,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00789,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00788,STORM,DISTRITO FEDERAL,21/05/2013,0,0,0
2013-00787,PLAGUE,COLIMA,17/05/2013,0,0,0
2013-00786,PLAGUE,JALISCO,17/05/2013,0,0,0
2013-00785,PLAGUE,GUERRERO,17/05/2013,0,0,0
2013-00784,PLAGUE,OAXACA,17/05/2013,0,0,0
2013-00783,PLAGUE,CHIAPAS,17/05/2013,0,0,0
2013-00782,PLAGUE,HIDALGO,17/05/2013,0,0,0
2013-00781,PLAGUE,SAN LUIS POTOSI,17/05/2013,0,0,0
2013-00780,PLAGUE,TAMAULIPAS,17/05/2013,0,0,0
2013-00779,PLAGUE,VERACRUZ,17/05/2013,0,0,0
2013-00778,PLAGUE,TABASCO,17/05/2013,0,0,0
2013-00777,PLAGUE,CAMPECHE,17/05/2013,0,0,0
2013-00776,PLAGUE,YUCATAN,17/05/2013,0,0,0
2013-00775,PLAGUE,QUINTANA ROO,17/05/2013,0,0,0
2013-00774,HAILSTORM,CHIHUAHUA,13/05/2013,0,0,0
2013-00773,HAILSTORM,CHIHUAHUA,13/05/2013,0,0,0
2013-00772,HAILSTORM,CHIHUAHUA,13/05/2013,0,0,0
2013-00771,EPIDEMIC,PUEBLA,09/05/2013,0,0,0
2013-00770,ERUPTION,PUEBLA,09/05/2013,0,0,0
2013-00769,LANDSLIDE,MICHOACAN,09/05/2013,0,0,0
2013-00768,FIRE,COAHUILA,01/05/2013,0,0,0
2013-00767,Intoxicación,SONORA,28/08/2013,0,0,0
2013-00766,POLLUTION,SONORA,28/08/2013,0,0,0
2013-00765,POLLUTION,SONORA,28/08/2013,0,0,0
2013-00764,POLLUTION,SONORA,28/08/2013,0,0,0
2013-00763,POLLUTION,JALISCO,30/04/2013,0,0,0
2013-00762,POLLUTION,JALISCO,30/04/2013,0,0,0
2013-00761,POLLUTION,JALISCO,30/04/2013,0,0,0
2013-00760,POLLUTION,JALISCO,30/04/2013,0,0,0
2013-00759,LEAK,SONORA,23/08/2013,0,0,0
2013-00758,POLLUTION,JALISCO,30/04/2013,0,0,0
2013-00757,POLLUTION,JALISCO,30/04/2013,0,0,0
2013-00756,POLLUTION,VERACRUZ,11/04/2013,0,0,0
2013-00755,POLLUTION,VERACRUZ,11/04/2013,0,0,0
2013-00754,LEAK,DISTRITO FEDERAL,10/04/2013,0,0,0
2013-00753,BIOLOGICAL,NAYARIT,27/08/2013,0,0,0
2013-00752,BIOLOGICAL,SONORA,27/08/2013,0,0,0
2013-00751,Intoxicación,SONORA,27/03/2013,0,115,0
2013-00750,BIOLOGICAL,SINALOA,27/08/2013,0,0,0
2013-00749,BIOLOGICAL,SINALOA,27/08/2013,0,0,0
2013-00748,FIRE,ESTADO DE MEXICO,19/03/2013,0,0,0
2013-00747,FIRE,MICHOACAN,14/03/2013,0,0,0
2013-00746,PLAGUE,DURANGO,13/03/2013,0,0,0
2013-00745,RAIN,DISTRITO FEDERAL,25/08/2013,0,0,0
2013-00744,LANDSLIDE,SINALOA,12/03/2013,0,0,0
2013-00743,STORM,JALISCO,25/08/2013,0,0,0
2013-00742,FROST,VERACRUZ,08/03/2013,0,0,0
2013-00741,FROST,VERACRUZ,08/03/2013,0,0,0
2013-00740,FROST,VERACRUZ,08/03/2013,0,0,0
2013-00739,FROST,VERACRUZ,08/03/2013,0,0,0
2013-00738,FLOOD,QUINTANA ROO,25/08/2013,0,0,0
2013-00737,FROST,VERACRUZ,08/03/2013,0,0,0
2013-00736,FROST,VERACRUZ,08/03/2013,0,0,0
2013-00735,FIRE,SONORA,07/03/2013,0,0,0
2013-00734,LEAK,OAXACA,21/08/2013,0,0,0
2013-00733,FIRE,GUERRERO,06/03/2013,0,0,0
2013-00732,STORM,SONORA,21/08/2013,0,0,0
2013-00731,STRONGWIND,TAMAULIPAS,06/03/2013,0,0,0
2013-00730,STORM,SONORA,21/08/2013,0,0,0
2013-00729,STORM,SONORA,21/08/2013,0,0,0
2013-00728,FROST,GUANAJUATO,06/03/2013,0,2000,0
2013-00727,FROST,DURANGO,06/03/2013,0,0,0
2013-00726,FROST,DURANGO,06/01/2013,0,0,0
2013-00725,BIOLOGICAL,COAHUILA,20/08/2013,0,0,0
2013-00724,FROST,DURANGO,06/03/2013,0,0,0
2013-00723,FROST,DURANGO,06/03/2013,0,0,0
2013-00722,FIRE,DISTRITO FEDERAL,02/03/2013,0,0,0
2013-00721,EPIDEMIC,BAJA CALIFORNIA,02/03/2013,0,0,0
2013-00720,FIRE,ESTADO DE MEXICO,01/03/2013,0,0,0
2013-00719,EPIDEMIC,GUERRERO,01/03/2013,0,0,0
2013-00718,EPIDEMIC,GUERRERO,01/03/2013,0,0,0
2013-00717,EPIDEMIC,GUERRERO,01/03/2013,0,0,0
2013-00716,LANDSLIDE,ZACATECAS,01/03/2013,0,0,0
2013-00715,STORM,GUERRERO,20/08/2013,0,0,0
2013-00714,BIOLOGICAL,BAJA CALIFORNIA SUR,19/08/2013,0,0,0
2013-00713,RAIN,DISTRITO FEDERAL,16/08/2013,0,0,0
2013-00712,STORM,COLIMA,17/08/2013,0,0,0
2013-00711,STORM,NAYARIT,17/08/2013,0,0,0
2013-00710,RAIN,SONORA,17/08/2013,0,0,0
2013-00709,RAIN,QUINTANA ROO,16/08/2013,0,0,0
2013-00708,RAIN,QUINTANA ROO,16/08/2013,0,0,0
2013-00707,RAIN,QUINTANA ROO,16/08/2013,0,0,0
2013-00706,RAIN,QUINTANA ROO,16/08/2013,0,0,0
2013-00705,RAIN,NAYARIT,14/08/2013,0,0,0
2013-00704,FLOOD,MICHOACAN,14/08/2013,0,0,0
2013-00703,RAIN,NUEVO LEON,12/08/2013,0,0,0
2013-00702,RAIN,NUEVO LEON,12/08/2013,0,0,0
2013-00701,STORM,JALISCO,12/08/2013,0,0,0
2013-00700,STORM,JALISCO,12/08/2013,0,0,0
2013-00699,FLOOD,DISTRITO FEDERAL,12/08/2013,0,0,0
2013-00698,FLOOD,DISTRITO FEDERAL,12/08/2013,0,0,0
2013-00697,FLOOD,DISTRITO FEDERAL,12/08/2013,0,0,0
2013-00696,PLAGUE,DURANGO,08/08/2013,0,0,0
2013-00695,PLAGUE,DURANGO,08/08/2013,0,0,0
2013-00694,PLAGUE,DURANGO,08/08/2013,0,0,0
2013-00693,POLLUTION,COLIMA,07/08/2013,0,0,0
2013-00692,SPATE,CHIHUAHUA,06/08/2013,0,0,0
2013-00691,SPATE,CHIHUAHUA,06/08/2013,0,0,0
2013-00690,ELECTRICSTORM,SONORA,06/08/2013,0,0,0
2013-00689,SPATE,CHIHUAHUA,04/08/2013,0,0,0
2013-00688,RAIN,CHIHUAHUA,08/04/2013,0,0,0
2013-00687,FIRE,JALISCO,04/08/2013,0,0,0
2013-00686,POLLUTION,GUANAJUATO,04/08/2013,0,0,0
2013-00685,POLLUTION,GUANAJUATO,04/08/2013,0,0,0
2013-00684,POLLUTION,GUANAJUATO,04/08/2013,0,0,0
2013-00683,POLLUTION,GUANAJUATO,04/08/2013,0,0,0
2013-00682,EXPLOSION,DISTRITO FEDERAL,28/02/2013,0,0,0
2013-00681,FIRE,DISTRITO FEDERAL,28/02/2013,0,0,0
2013-00680,FIRE,DISTRITO FEDERAL,28/02/2013,0,0,0
2013-00679,LEAK,DISTRITO FEDERAL,27/02/2013,0,0,0
2013-00678,SNOWSTORM,SONORA,23/02/2013,0,0,0
2013-00677,SNOWSTORM,SONORA,23/02/2013,0,0,0
2013-00676,SNOWSTORM,SONORA,23/02/2013,0,0,0
2013-00675,SNOWSTORM,SONORA,23/02/2013,0,0,0
2013-00674,EXPLOSION,DISTRITO FEDERAL,21/02/2013,0,0,0
2013-00673,EXPLOSION,TAMAULIPAS,20/02/2013,0,0,0
2013-00672,EPIDEMIC,GUANAJUATO,16/02/2013,0,0,0
2013-00670,EPIDEMIC,GUANAJUATO,16/02/2013,0,0,0
2013-00669,EPIDEMIC,GUANAJUATO,16/02/2013,0,0,0
2013-00668,EPIDEMIC,GUANAJUATO,16/02/2013,0,0,0
2013-00667,EPIDEMIC,GUANAJUATO,16/02/2013,0,0,0
2013-00666,EPIDEMIC,GUANAJUATO,16/02/2013,0,0,0
2013-00665,FROST,CHIHUAHUA,14/02/2013,0,0,0
2013-00664,FIRE,CHIHUAHUA,14/02/2013,0,0,0
2013-00663,SURGE,SONORA,11/02/2013,0,0,0
2013-00662,FIRE,QUINTANA ROO,10/02/2013,0,0,0
2013-00661,POLLUTION,NAYARIT,10/02/2013,0,0,0
2013-00660,FROST,BAJA CALIFORNIA,10/02/2013,0,0,0
2013-00659,RAIN,DISTRITO FEDERAL,05/02/2013,0,0,0
2013-00658,STRONGWIND,DISTRITO FEDERAL,05/02/2013,0,0,0
2013-00657,BIOLOGICAL,NUEVO LEON,03/02/2013,0,0,0
2013-00656,EXPLOSION,ESTADO DE MEXICO,03/02/2013,0,0,0
2013-00655,POLLUTION,YUCATAN,02/02/2013,0,0,0
2013-00654,LEAK,GUANAJUATO,01/02/2013,0,0,0
2013-00653,FIRE,NUEVO LEON,01/02/2013,0,0,0
2013-00652,EXPLOSION,DISTRITO FEDERAL,01/02/2013,0,0,0
2013-00651,FIRE,VERACRUZ,31/01/2013,0,0,0
2013-00650,FROST,SONORA,31/01/2013,0,0,0
2013-00649,FROST,SONORA,31/01/2013,0,0,0
2013-00648,FROST,SONORA,31/01/2013,0,0,0
2013-00647,FROST,SONORA,31/01/2013,0,0,0
2013-00646,FROST,SONORA,31/01/2013,0,0,0
2013-00645,FROST,SONORA,31/01/2013,0,0,0
2013-00644,FROST,SONORA,31/01/2013,0,0,0
2013-00643,FROST,SONORA,31/01/2013,0,0,0
2013-00642,FROST,SONORA,31/01/2013,0,0,0
2013-00641,FROST,SONORA,31/01/2013,0,0,0
2013-00640,PLAGUE,COLIMA,30/01/2013,0,0,0
2013-00639,PLAGUE,COLIMA,30/01/2013,0,0,0
2013-00638,FROST,VERACRUZ,21/01/2013,0,0,0
2013-00637,FROST,VERACRUZ,21/01/2013,0,0,0
2013-00636,FROST,VERACRUZ,21/01/2013,0,0,0
2013-00635,FROST,VERACRUZ,21/01/2013,0,0,0
2013-00634,FROST,VERACRUZ,21/01/2013,0,0,0
2013-00633,FROST,VERACRUZ,21/01/2013,0,0,0
2013-00632,SNOWSTORM,CHIHUAHUA,21/01/2013,0,0,0
2013-00631,FLOOD,YUCATAN,20/01/2013,0,0,0
2013-00630,FLOOD,YUCATAN,20/01/2013,0,0,0
2013-00629,FIRE,CHIHUAHUA,18/01/2013,0,0,0
2013-00628,FIRE,COAHUILA,18/01/2013,0,0,0
2013-00627,SURGE,TABASCO,17/01/2013,0,0,0
2013-00626,SURGE,TABASCO,17/01/2013,0,0,0
2013-00625,SURGE,VERACRUZ,17/01/2013,0,0,0
2013-00624,SURGE,VERACRUZ,17/01/2013,0,0,0
2013-00623,SURGE,TAMAULIPAS,17/01/2013,0,0,0
2013-00622,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00621,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00620,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00619,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00618,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00617,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00616,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00615,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00614,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00613,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00612,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00611,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00610,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00609,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00608,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00607,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00606,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00605,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00604,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00603,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00602,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00601,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00600,SNOWSTORM,SONORA,17/01/2013,0,0,0
2013-00599,SNOWSTORM,SONORA,17/01/2013,0,0,0
