Serial,Event,&quot;Ostan&quot;,Date (YMD),Directly affected,Indirectly Affected,Losses $USD
17968,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17967,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17966,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17965,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17964,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17963,FLOOD,Chaharmahal Va Bakhtiyari,14/05/1998,0,0,0
17962,FLOOD,Chaharmahal Va Bakhtiyari,13/04/1998,0,0,0
17961,FLOOD,Chaharmahal Va Bakhtiyari,13/04/1998,0,0,0
17960,FLOOD,Chaharmahal Va Bakhtiyari,07/04/1998,0,0,0
17959,FLOOD,Chaharmahal Va Bakhtiyari,03/04/1998,0,0,0
17958,FLOOD,Chaharmahal Va Bakhtiyari,03/04/1998,0,0,0
17957,FLOOD,Chaharmahal Va Bakhtiyari,31/03/1998,0,0,0
17956,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17955,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17954,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17953,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17952,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17951,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17950,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17949,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17948,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17947,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17946,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17945,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17944,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1998,0,0,0
17943,FLOOD,Chaharmahal Va Bakhtiyari,21/03/1998,0,0,0
17942,FLOOD,Chaharmahal Va Bakhtiyari,16/03/1998,0,0,0
17941,FLOOD,Chaharmahal Va Bakhtiyari,20/09/1997,0,0,0
17940,FLOOD,Chaharmahal Va Bakhtiyari,20/09/1997,0,0,0
17939,FLOOD,Chaharmahal Va Bakhtiyari,20/09/1997,0,0,0
17938,FLOOD,Chaharmahal Va Bakhtiyari,20/09/1997,0,0,0
17937,FLOOD,Chaharmahal Va Bakhtiyari,01/05/1997,0,0,0
17936,FLOOD,Chaharmahal Va Bakhtiyari,26/11/1996,0,0,0
17935,FLOOD,Chaharmahal Va Bakhtiyari,18/04/1996,0,0,0
17934,FLOOD,Chaharmahal Va Bakhtiyari,23/03/1996,0,0,0
17933,FLOOD,Chaharmahal Va Bakhtiyari,05/03/1996,0,0,0
17932,FLOOD,Chaharmahal Va Bakhtiyari,05/03/1996,0,0,0
17931,FLOOD,Chaharmahal Va Bakhtiyari,25/02/1996,0,0,0
17930,FLOOD,Chaharmahal Va Bakhtiyari,25/02/1996,0,0,0
17929,FLOOD,Chaharmahal Va Bakhtiyari,24/01/1996,0,0,0
17928,FLOOD,Chaharmahal Va Bakhtiyari,21/09/1995,0,0,0
17927,FLOOD,Chaharmahal Va Bakhtiyari,20/09/1995,0,0,0
17926,FLOOD,Chaharmahal Va Bakhtiyari,19/09/1995,0,0,0
17925,FLOOD,Chaharmahal Va Bakhtiyari,21/08/1995,0,0,0
17924,FLOOD,Chaharmahal Va Bakhtiyari,01/06/1995,0,0,0
17923,FLOOD,Chaharmahal Va Bakhtiyari,18/05/1995,0,0,0
17922,FLOOD,Chaharmahal Va Bakhtiyari,25/04/1995,0,0,0
17921,FLOOD,Chaharmahal Va Bakhtiyari,13/04/1995,0,0,0
17920,FLOOD,Chaharmahal Va Bakhtiyari,29/03/1995,0,0,0
17919,FLOOD,Chaharmahal Va Bakhtiyari,26/11/1994,0,0,0
17918,FLOOD,Chaharmahal Va Bakhtiyari,07/11/1994,0,0,0
17917,FLOOD,Chaharmahal Va Bakhtiyari,01/04/1994,0,0,0
17916,FLOOD,Chaharmahal Va Bakhtiyari,01/04/1994,0,0,0
17915,FLOOD,Chaharmahal Va Bakhtiyari,25/02/1993,0,0,0
17914,FLOOD,Chaharmahal Va Bakhtiyari,24/02/1993,0,0,0
17913,FLOOD,Chaharmahal Va Bakhtiyari,23/02/1993,0,0,0
17912,FLOOD,Chaharmahal Va Bakhtiyari,21/02/1993,0,0,0
17911,FLOOD,Chaharmahal Va Bakhtiyari,21/02/1993,0,0,0
17910,FLOOD,Chaharmahal Va Bakhtiyari,04/02/1993,0,0,0
17909,FLOOD,Chaharmahal Va Bakhtiyari,10/01/1993,0,0,0
17908,FLOOD,Chaharmahal Va Bakhtiyari,10/01/1993,0,0,0
17907,FLOOD,Chaharmahal Va Bakhtiyari,10/01/1993,0,0,0
17906,FLOOD,Chaharmahal Va Bakhtiyari,16/12/1991,0,0,0
17905,FLOOD,Chaharmahal Va Bakhtiyari,14/12/1991,0,0,0
17904,FLOOD,Chaharmahal Va Bakhtiyari,27/03/1991,0,0,0
17903,FLOOD,Chaharmahal Va Bakhtiyari,01/12/1989,0,0,0
17902,FLOOD,Chaharmahal Va Bakhtiyari,10/03/1988,0,0,0
17901,FLOOD,Chaharmahal Va Bakhtiyari,04/11/1987,0,0,0
17900,FLOOD,Chaharmahal Va Bakhtiyari,27/10/1987,0,0,0
17899,FLOOD,Chaharmahal Va Bakhtiyari,28/07/1987,0,0,0
17898,FLOOD,Chaharmahal Va Bakhtiyari,29/05/1986,0,0,0
17897,FLOOD,Chaharmahal Va Bakhtiyari,23/05/1986,0,0,0
17896,FLOOD,Chaharmahal Va Bakhtiyari,04/05/1986,0,0,0
17895,FLOOD,Chaharmahal Va Bakhtiyari,23/04/1986,0,0,0
17894,FLOOD,Chaharmahal Va Bakhtiyari,06/04/1984,0,0,0
17893,FLOOD,Chaharmahal Va Bakhtiyari,31/03/1980,0,0,0
17892,FLOOD,Chaharmahal Va Bakhtiyari,30/03/1977,0,0,0
17891,FLOOD,Chaharmahal Va Bakhtiyari,23/05/1976,0,0,0
17890,FLOOD,Chaharmahal Va Bakhtiyari,24/04/1976,0,0,0
17889,FLOOD,Chaharmahal Va Bakhtiyari,22/08/1974,0,0,0
17888,FLOOD,Chaharmahal Va Bakhtiyari,23/07/1973,0,0,0
17887,FLOOD,Chaharmahal Va Bakhtiyari,02/05/1958,0,0,0
17886,FLOOD,Chaharmahal Va Bakhtiyari,10/06/1956,0,0,0
17885,FLOOD,Chaharmahal Va Bakhtiyari,26/07/1954,0,0,0
17884,FLOOD,Qazvin,21/04/1992,0,0,0
17883,FLOOD,Qazvin,03/05/2002,0,0,0
17882,FLOOD,Qazvin,03/05/2002,0,0,0
17881,FLOOD,Qazvin,04/05/2002,0,0,0
17880,FLOOD,Qazvin,04/05/2002,0,0,0
17879,FLOOD,Qazvin,15/06/1998,0,0,0
17878,FLOOD,Qazvin,02/05/1995,0,0,0
17877,FLOOD,Qazvin,19/03/1998,0,0,0
17876,FLOOD,Qazvin,02/05/1995,0,0,0
17875,FLOOD,Qazvin,02/05/1995,0,0,0
17874,FLOOD,Qazvin,02/05/1995,0,0,0
17873,FLOOD,Qazvin,31/05/1995,0,0,0
17872,FLOOD,Qazvin,06/05/1995,0,0,0
17871,FLOOD,Qazvin,06/05/1995,0,0,0
17870,FLOOD,Qazvin,06/05/1995,0,0,0
17869,FLOOD,Qazvin,10/04/1995,0,0,0
17868,FLOOD,Qazvin,22/11/1994,0,0,0
17867,FLOOD,Qazvin,27/03/1984,0,0,0
17866,FLOOD,Qazvin,22/05/1984,0,0,0
17865,FLOOD,Qazvin,11/05/1992,0,0,0
17864,FLOOD,Qazvin,01/11/1987,0,0,0
17863,FLOOD,Qazvin,29/10/1987,0,0,0
17862,FLOOD,Qazvin,27/10/1987,0,0,0
17861,FLOOD,Qazvin,24/04/1984,0,0,0
17860,FLOOD,Qazvin,27/03/1984,0,0,0
17859,FLOOD,Qazvin,22/05/1983,0,0,0
17858,FLOOD,Qazvin,10/10/1982,0,0,0
17857,FLOOD,Qazvin,02/06/1977,0,0,0
17856,FLOOD,Qazvin,07/11/1994,0,0,0
17855,FLOOD,Qazvin,12/05/1993,0,0,0
17854,FLOOD,Qazvin,22/04/1992,0,0,0
17853,FLOOD,Qazvin,01/06/1992,0,0,0
17852,FLOOD,Qazvin,01/06/1992,0,0,0
17851,FLOOD,Qazvin,01/05/1992,0,0,0
17850,FLOOD,Qazvin,11/05/1992,0,0,0
17849,FLOOD,Qazvin,10/05/1992,0,0,0
17848,FLOOD,Qazvin,09/05/1992,0,0,0
17847,FLOOD,Qazvin,09/05/1992,0,0,0
17846,FLOOD,Qazvin,25/04/1977,0,0,0
17845,FLOOD,Qazvin,05/05/1974,0,0,0
17844,FLOOD,Qazvin,12/03/1969,0,0,0
17843,FLOOD,Qazvin,25/05/1958,0,0,0
17842,FLOOD,Qazvin,20/07/1974,0,0,0
17841,FLOOD,Qazvin,25/05/1958,0,0,0
17840,FLOOD,Qazvin,20/05/1996,0,0,0
17839,FLOOD,Qazvin,30/04/2006,0,0,0
17838,FLOOD,Qazvin,21/03/2006,0,0,0
17837,FLOOD,Qazvin,14/09/2005,0,0,0
17836,FLOOD,Qazvin,14/09/2005,0,0,0
17835,FLOOD,Qazvin,06/06/2005,0,0,0
17834,FLOOD,Qazvin,30/10/2003,0,0,0
17833,FLOOD,Qazvin,30/10/2003,0,0,0
17832,FLOOD,Qazvin,30/10/2003,0,0,0
17831,FLOOD,Qazvin,22/08/2003,0,0,0
17830,FLOOD,Qazvin,22/08/2003,0,0,0
17829,FLOOD,Qazvin,27/04/2003,0,0,0
17828,FLOOD,Qazvin,27/03/2003,0,0,0
17827,FLOOD,Qazvin,27/03/2003,0,0,0
17826,FLOOD,Qazvin,24/07/2002,0,0,0
17825,FLOOD,Qazvin,22/08/2007,0,0,0
17824,FLOOD,Qazvin,30/04/2007,0,0,0
17823,FLOOD,Qazvin,20/10/2006,0,0,0
17822,FLOOD,Qazvin,21/10/2006,0,0,0
17821,FLOOD,Qazvin,03/05/2002,0,0,0
17820,FLOOD,Qazvin,06/03/1998,0,0,0
17819,FLOOD,Qazvin,22/05/1996,0,0,0
17818,FLOOD,Qazvin,11/05/1992,0,0,0
17817,FLOOD,Qazvin,01/11/1987,0,0,0
17816,FLOOD,Qazvin,29/10/1987,0,0,0
17815,FLOOD,Qazvin,27/10/1987,0,0,0
17814,FLOOD,Qazvin,24/04/1984,0,0,0
17813,FLOOD,Qazvin,11/05/1992,0,0,0
17812,FLOOD,Qazvin,05/09/2000,0,0,0
17811,FLOOD,Qazvin,21/04/2000,0,0,0
17810,FLOOD,Qazvin,06/08/1998,0,0,0
17809,FLOOD,Qazvin,02/08/1998,0,0,0
17808,FLOOD,Qazvin,23/07/1998,0,0,0
17807,FLOOD,Qazvin,23/06/1998,0,0,0
17806,FLOOD,Qazvin,15/06/1998,0,0,0
17805,FLOOD,Qazvin,26/05/1998,0,0,0
17804,FLOOD,Qazvin,15/05/1998,0,0,0
17803,FLOOD,Qazvin,10/05/1998,0,0,0
17802,FLOOD,Qazvin,06/05/1998,0,0,0
17801,FLOOD,Qazvin,05/05/1998,0,0,0
17800,FLOOD,Qazvin,23/04/1998,0,0,0
17799,FLOOD,Qazvin,22/04/1998,0,0,0
17798,FLOOD,Qazvin,19/03/1998,0,0,0
17797,FLOOD,Qazvin,12/03/1998,0,0,0
17796,FLOOD,Qazvin,06/03/1998,0,0,0
17795,FLOOD,Qazvin,25/03/2003,0,0,0
17794,FLOOD,Qazvin,26/03/2003,0,0,0
17793,FLOOD,Qazvin,25/03/2003,0,0,0
17792,FLOOD,Qazvin,06/03/1998,0,0,0
17791,FLOOD,Qazvin,27/03/2003,0,0,0
17790,FLOOD,Qazvin,04/05/2002,0,0,0
17789,FLOOD,Qazvin,26/03/2003,0,0,0
17788,FLOOD,Qazvin,20/07/2002,0,0,0
17787,FLOOD,Qazvin,27/03/2003,0,0,0
17786,FLOOD,Qazvin,24/07/2002,0,0,0
17785,FLOOD,Qazvin,04/05/2002,0,0,0
17784,FLOOD,Qazvin,21/04/2000,0,0,0
17783,FLOOD,Qazvin,25/03/2000,0,0,0
17782,FLOOD,Qazvin,13/10/1996,0,0,0
17781,FLOOD,Qazvin,21/04/1996,0,0,0
17780,FLOOD,Qazvin,13/05/1996,0,0,0
17779,FLOOD,Qazvin,29/04/1996,0,0,0
17778,FLOOD,Qazvin,23/04/1998,0,0,0
17777,FLOOD,Qazvin,05/05/1996,0,0,0
17776,FLOOD,Qazvin,12/05/1996,0,0,0
17775,FLOOD,Qazvin,15/04/1996,0,0,0
17774,FLOOD,Qazvin,30/03/1996,0,0,0
17773,FLOOD,Qazvin,09/04/1996,0,0,0
17772,FLOOD,Qazvin,13/04/1996,0,0,0
17771,FLOOD,Qazvin,13/04/1996,0,0,0
17770,FLOOD,Qazvin,12/05/1992,0,0,0
17769,FLOOD,Qazvin,12/05/1992,0,0,0
17768,FLOOD,Qazvin,12/05/1992,0,0,0
17742,FLOOD,Kordestan,13/04/1996,0,0,0
17741,FLOOD,Kordestan,13/04/1996,0,0,0
17740,FLOOD,Kordestan,13/04/1996,0,0,0
17739,FLOOD,Kordestan,13/04/1996,0,0,0
17738,FLOOD,Kordestan,13/04/1996,0,0,0
17737,FLOOD,Kordestan,13/04/1996,0,0,0
17736,FLOOD,Kordestan,04/04/1996,0,0,0
17735,FLOOD,Kordestan,28/03/1996,0,0,0
17734,FLOOD,Kordestan,27/03/1996,0,0,0
17733,FLOOD,Kordestan,26/03/1996,0,0,0
17732,FLOOD,Kordestan,29/11/1995,0,0,0
17731,FLOOD,Kordestan,07/06/1995,0,0,0
17730,FLOOD,Kordestan,04/06/1995,0,0,0
17729,FLOOD,Kordestan,08/05/1995,0,0,0
17728,FLOOD,Kordestan,06/05/1995,0,0,0
17727,FLOOD,Kordestan,05/05/1995,0,0,0
17726,FLOOD,Kordestan,05/05/1995,0,0,0
17725,FLOOD,Kordestan,04/05/1995,0,0,0
17724,FLOOD,Kordestan,03/05/1995,0,0,0
17723,FLOOD,Kordestan,25/04/1995,0,0,0
17722,FLOOD,Kordestan,05/04/1995,0,0,0
17721,FLOOD,Kordestan,11/11/1994,0,0,0
17720,FLOOD,Kordestan,11/11/1994,0,0,0
17719,FLOOD,Kordestan,11/11/1994,0,0,0
17718,FLOOD,Kordestan,08/11/1994,0,0,0
17717,FLOOD,Kordestan,07/11/1994,0,0,0
17716,FLOOD,Kordestan,03/11/1994,0,0,0
17715,FLOOD,Kordestan,04/06/1994,0,0,0
17714,FLOOD,Kordestan,26/05/1994,0,0,0
17713,FLOOD,Kordestan,08/05/1994,0,0,0
17712,FLOOD,Kordestan,02/05/1994,0,0,0
17711,FLOOD,Kordestan,01/05/1994,0,0,0
17710,FLOOD,Kordestan,21/04/1994,0,0,0
17709,FLOOD,Kordestan,21/04/1994,0,0,0
17708,FLOOD,Kordestan,03/11/1993,0,0,0
17707,FLOOD,Kordestan,13/05/1993,0,0,0
17706,FLOOD,Kordestan,09/12/1991,0,0,0
17705,FLOOD,Kordestan,03/04/1990,0,0,0
17704,FLOOD,Kordestan,19/08/1989,0,0,0
17703,FLOOD,Kordestan,18/08/1989,0,0,0
17702,FLOOD,Kordestan,08/08/1988,0,0,0
17701,FLOOD,Kordestan,13/07/1988,0,0,0
17700,FLOOD,Kordestan,03/07/1988,0,0,0
17699,FLOOD,Kordestan,30/06/1988,0,0,0
17698,FLOOD,Kordestan,01/06/1988,0,0,0
17697,FLOOD,Kordestan,10/05/1998,0,0,0
17696,FLOOD,Kordestan,28/04/1998,0,0,0
17695,FLOOD,Kordestan,15/04/1998,0,0,0
17694,FLOOD,Kordestan,05/04/1998,0,0,0
17693,FLOOD,Kordestan,01/04/1998,0,0,0
17692,FLOOD,Kordestan,31/03/1998,0,0,0
17691,FLOOD,Kordestan,29/03/1998,0,0,0
17690,FLOOD,Kordestan,26/03/1998,0,0,0
17689,FLOOD,Kordestan,24/03/1998,0,0,0
17688,FLOOD,Kordestan,18/03/1998,0,0,0
17687,FLOOD,Kordestan,17/03/1998,0,0,0
17686,FLOOD,Kordestan,17/03/1998,0,0,0
17685,FLOOD,Kordestan,17/03/1998,0,0,0
17684,FLOOD,Kordestan,17/03/1998,0,0,0
17683,FLOOD,Kordestan,17/03/1998,0,0,0
17682,FLOOD,Kordestan,14/03/1998,0,0,0
17681,FLOOD,Kordestan,04/11/1997,0,0,0
17680,FLOOD,Kordestan,24/04/1996,0,0,0
17679,FLOOD,Kordestan,21/04/1996,0,0,0
17678,FLOOD,Kordestan,21/04/1996,0,0,0
17677,FLOOD,Kordestan,13/04/1996,0,0,0
17676,FLOOD,Kordestan,13/04/1996,0,0,0
17675,FLOOD,Kordestan,13/04/1996,0,0,0
17674,FLOOD,Kordestan,13/04/1996,0,0,0
17673,FLOOD,Kordestan,13/04/1996,0,0,0
17672,FLOOD,Kordestan,24/12/1987,0,0,0
17671,FLOOD,Kordestan,04/11/1987,0,0,0
17670,FLOOD,Kordestan,27/10/1987,0,0,0
17669,FLOOD,Kordestan,03/09/1987,0,0,0
17668,FLOOD,Kordestan,21/04/1987,0,0,0
17667,FLOOD,Kordestan,10/08/1986,0,0,0
17666,FLOOD,Kordestan,10/08/1986,0,0,0
17665,FLOOD,Kordestan,24/05/1986,0,0,0
17664,FLOOD,Kordestan,05/05/1986,0,0,0
17663,FLOOD,Kordestan,10/02/1981,0,0,0
17662,FLOOD,Kordestan,31/10/1980,0,0,0
17661,FLOOD,Kordestan,31/03/1980,0,0,0
17660,FLOOD,Kordestan,29/03/1980,0,0,0
17659,FLOOD,Kordestan,27/03/1974,0,0,0
17658,FLOOD,Kordestan,18/03/1974,0,0,0
17657,FLOOD,Kordestan,14/04/1973,0,0,0
17656,FLOOD,Kordestan,04/08/1971,0,0,0
17655,FLOOD,Kordestan,18/05/1971,0,0,0
17654,FLOOD,Kordestan,13/05/1965,0,0,0
17653,FLOOD,Kordestan,11/05/1963,0,0,0
17652,FLOOD,Kordestan,18/04/1996,0,0,0
17651,FLOOD,Kordestan,18/04/1996,0,0,0
17650,FLOOD,Kordestan,18/04/1996,0,0,0
17649,FLOOD,Kordestan,18/04/1996,0,0,0
17503,FLOOD,Sistan Va Baluchestan,30/07/2003,0,0,0
17502,FLOOD,Sistan Va Baluchestan,22/07/2003,0,0,0
17501,FLOOD,Sistan Va Baluchestan,23/07/1973,0,0,0
17500,FLOOD,Sistan Va Baluchestan,28/06/2003,0,0,0
17499,FLOOD,Sistan Va Baluchestan,28/07/2003,0,0,0
17498,FLOOD,Sistan Va Baluchestan,18/07/2003,0,0,0
17497,FLOOD,Sistan Va Baluchestan,09/08/1983,0,0,0
17496,FLOOD,Sistan Va Baluchestan,31/07/1983,0,0,0
17495,FLOOD,Sistan Va Baluchestan,18/07/1983,0,0,0
17494,FLOOD,Sistan Va Baluchestan,31/03/1983,0,0,0
17493,FLOOD,Sistan Va Baluchestan,17/03/1983,0,0,0
17492,FLOOD,Sistan Va Baluchestan,21/10/1982,0,0,0
17491,FLOOD,Sistan Va Baluchestan,18/05/1982,0,0,0
17490,FLOOD,Sistan Va Baluchestan,12/05/1982,0,0,0
17489,FLOOD,Sistan Va Baluchestan,03/05/1982,0,0,0
17488,FLOOD,Sistan Va Baluchestan,25/04/1982,0,0,0
17487,FLOOD,Sistan Va Baluchestan,12/04/1982,0,0,0
17486,FLOOD,Sistan Va Baluchestan,04/04/1982,0,0,0
17485,FLOOD,Sistan Va Baluchestan,31/03/1982,0,0,0
17484,FLOOD,Sistan Va Baluchestan,27/03/1982,0,0,0
17483,FLOOD,Sistan Va Baluchestan,06/02/1982,0,0,0
17482,FLOOD,Sistan Va Baluchestan,04/02/1982,0,0,0
17481,FLOOD,Sistan Va Baluchestan,02/02/1982,0,0,0
17480,FLOOD,Sistan Va Baluchestan,31/01/1981,0,0,0
17479,FLOOD,Sistan Va Baluchestan,09/03/1980,0,0,0
17478,FLOOD,Sistan Va Baluchestan,11/07/1999,0,0,0
17477,FLOOD,Sistan Va Baluchestan,02/03/1998,0,0,0
17476,FLOOD,Sistan Va Baluchestan,25/10/1997,0,0,0
17475,FLOOD,Sistan Va Baluchestan,21/04/1996,0,0,0
17474,FLOOD,Sistan Va Baluchestan,07/04/1948,0,0,0
17473,FLOOD,Sistan Va Baluchestan,10/06/1995,0,0,0
17472,FLOOD,Sistan Va Baluchestan,11/07/1994,0,0,0
17471,FLOOD,Sistan Va Baluchestan,10/07/1994,0,0,0
17470,FLOOD,Sistan Va Baluchestan,09/07/1994,0,0,0
17469,FLOOD,Sistan Va Baluchestan,09/07/1994,0,0,0
17468,FLOOD,Sistan Va Baluchestan,25/06/1994,0,0,0
17467,FLOOD,Sistan Va Baluchestan,25/06/1994,0,0,0
17466,FLOOD,Sistan Va Baluchestan,25/06/1994,0,0,0
17465,FLOOD,Sistan Va Baluchestan,25/06/1994,0,0,0
17464,FLOOD,Sistan Va Baluchestan,25/06/1994,0,0,0
17463,FLOOD,Sistan Va Baluchestan,25/06/1994,0,0,0
17462,FLOOD,Sistan Va Baluchestan,03/03/1994,0,0,0
17461,FLOOD,Sistan Va Baluchestan,30/01/1994,0,0,0
17460,FLOOD,Sistan Va Baluchestan,13/07/1993,0,0,0
17459,FLOOD,Sistan Va Baluchestan,04/01/1993,0,0,0
17458,FLOOD,Sistan Va Baluchestan,02/01/1993,0,0,0
17457,FLOOD,Sistan Va Baluchestan,16/04/1992,0,0,0
17456,FLOOD,Sistan Va Baluchestan,15/04/1991,0,0,0
17455,FLOOD,Sistan Va Baluchestan,08/04/1991,0,0,0
17454,FLOOD,Sistan Va Baluchestan,28/03/1991,0,0,0
17453,FLOOD,Sistan Va Baluchestan,13/03/1991,0,0,0
17452,FLOOD,Sistan Va Baluchestan,03/03/1991,0,0,0
17451,FLOOD,Sistan Va Baluchestan,10/02/1991,0,0,0
17450,FLOOD,Sistan Va Baluchestan,09/02/1991,0,0,0
17449,FLOOD,Sistan Va Baluchestan,18/07/2003,0,0,0
17448,FLOOD,Sistan Va Baluchestan,01/08/2003,0,0,0
17447,FLOOD,Sistan Va Baluchestan,24/07/2003,0,0,0
17446,FLOOD,Sistan Va Baluchestan,28/07/2003,0,0,0
17445,FLOOD,Sistan Va Baluchestan,27/12/2004,0,0,0
17444,FLOOD,Sistan Va Baluchestan,28/07/2003,0,0,0
17443,FLOOD,Sistan Va Baluchestan,22/07/2003,0,0,0
17442,FLOOD,Sistan Va Baluchestan,27/12/2004,0,0,0
17441,FLOOD,Sistan Va Baluchestan,28/12/2004,0,0,0
17440,FLOOD,Sistan Va Baluchestan,14/02/2005,0,0,0
17439,FLOOD,Sistan Va Baluchestan,14/02/2005,0,0,0
17438,FLOOD,Sistan Va Baluchestan,26/12/2004,0,0,0
17437,FLOOD,Sistan Va Baluchestan,27/12/2004,0,0,0
17436,FLOOD,Sistan Va Baluchestan,24/01/1991,0,0,0
17435,FLOOD,Sistan Va Baluchestan,28/01/1991,0,0,0
17434,FLOOD,Sistan Va Baluchestan,05/11/1990,0,0,0
17433,FLOOD,Sistan Va Baluchestan,05/11/1990,0,0,0
17432,FLOOD,Sistan Va Baluchestan,26/03/1990,0,0,0
17431,FLOOD,Sistan Va Baluchestan,14/02/1990,0,0,0
17430,FLOOD,Sistan Va Baluchestan,14/02/1990,0,0,0
17429,FLOOD,Sistan Va Baluchestan,14/02/1990,0,0,0
17428,FLOOD,Sistan Va Baluchestan,09/07/1989,0,0,0
17427,FLOOD,Sistan Va Baluchestan,16/04/1989,0,0,0
17426,FLOOD,Sistan Va Baluchestan,08/04/1989,0,0,0
17425,FLOOD,Sistan Va Baluchestan,08/04/1989,0,0,0
17424,FLOOD,Sistan Va Baluchestan,21/07/1988,0,0,0
17423,FLOOD,Sistan Va Baluchestan,12/03/1988,0,0,0
17422,FLOOD,Sistan Va Baluchestan,03/06/1987,0,0,0
17421,FLOOD,Sistan Va Baluchestan,01/06/1987,0,0,0
17420,FLOOD,Sistan Va Baluchestan,02/05/1987,0,0,0
17419,FLOOD,Sistan Va Baluchestan,17/04/1986,0,0,0
17418,FLOOD,Sistan Va Baluchestan,07/04/1985,0,0,0
17417,FLOOD,Sistan Va Baluchestan,05/03/1984,0,0,0
17416,FLOOD,Sistan Va Baluchestan,02/02/1950,0,0,0
17415,FLOOD,Sistan Va Baluchestan,03/06/1978,0,0,0
17414,FLOOD,Sistan Va Baluchestan,03/06/1978,0,0,0
17413,FLOOD,Sistan Va Baluchestan,03/06/1978,0,0,0
17412,FLOOD,Sistan Va Baluchestan,03/07/1976,0,0,0
17411,FLOOD,Sistan Va Baluchestan,04/05/1976,0,0,0
17410,FLOOD,Sistan Va Baluchestan,06/04/1976,0,0,0
17409,FLOOD,Sistan Va Baluchestan,01/04/1976,0,0,0
17408,FLOOD,Sistan Va Baluchestan,29/03/1976,0,0,0
17407,FLOOD,Sistan Va Baluchestan,16/05/1963,0,0,0
17406,FLOOD,Sistan Va Baluchestan,30/07/1956,0,0,0
17405,FLOOD,Sistan Va Baluchestan,01/08/1956,0,0,0
17404,FLOOD,Sistan Va Baluchestan,30/07/1956,0,0,0
17403,FLOOD,Sistan Va Baluchestan,30/07/1956,0,0,0
17402,FLOOD,Sistan Va Baluchestan,26/07/1956,0,0,0
17401,FLOOD,Sistan Va Baluchestan,26/07/1956,0,0,0
17400,FLOOD,Sistan Va Baluchestan,24/07/1956,0,0,0
17399,FLOOD,Sistan Va Baluchestan,21/07/1956,0,0,0
17398,FLOOD,Sistan Va Baluchestan,24/05/1956,0,0,0
17397,FLOOD,Sistan Va Baluchestan,25/04/1956,0,0,0
17396,FLOOD,Zanjan,21/01/2007,0,0,0
17394,FLOOD,Zanjan,03/11/2006,0,0,0
17393,FLOOD,Zanjan,01/12/2006,0,0,0
17392,FLOOD,Zanjan,01/12/2006,0,0,0
17391,FLOOD,Zanjan,25/10/2006,0,0,0
17390,FLOOD,Zanjan,01/12/2006,0,0,0
17389,FLOOD,Zanjan,05/01/2007,0,0,0
17388,FLOOD,Zanjan,05/01/2007,0,0,0
17387,FLOOD,Zanjan,25/01/2007,0,0,0
17386,FLOOD,Zanjan,02/05/2006,0,0,0
17385,FLOOD,Zanjan,02/05/2006,0,0,0
17384,FLOOD,Zanjan,25/04/2006,0,0,0
17383,FLOOD,Zanjan,15/07/1999,0,0,0
17382,FLOOD,Zanjan,14/07/1999,0,0,0
17381,FLOOD,Zanjan,11/04/1997,0,0,0
17380,FLOOD,Zanjan,11/04/1995,0,0,0
17379,FLOOD,Zanjan,11/04/1998,0,0,0
17378,FLOOD,Zanjan,23/02/1999,0,0,0
17377,FLOOD,Zanjan,01/08/1998,0,0,0
17376,FLOOD,Zanjan,16/07/1998,0,0,0
17375,FLOOD,Zanjan,06/04/1998,0,0,0
17374,FLOOD,Zanjan,17/03/1996,0,0,0
17373,FLOOD,Zanjan,16/11/1994,0,0,0
17372,FLOOD,Zanjan,30/08/1993,0,0,0
17371,FLOOD,Zanjan,12/07/1988,0,0,0
17370,FLOOD,Zanjan,09/07/1988,0,0,0
17369,FLOOD,Zanjan,29/06/1988,0,0,0
17368,FLOOD,Zanjan,28/10/1987,0,0,0
17367,FLOOD,Zanjan,25/04/2006,0,0,0
17365,FLOOD,Zanjan,25/01/2007,0,0,0
17364,FLOOD,Zanjan,10/11/2005,0,0,0
17363,FLOOD,Zanjan,10/07/2005,0,0,0
17362,FLOOD,Zanjan,05/05/2005,0,0,0
